#{"t_start": 1627262560.045237, "env_id": "SlimeVolley-v0"}
r,l,t
0,3000,16426.248714
2,3000,16430.967223
0,3000,16435.69767
0,3000,16440.180027
0,3000,16444.833148
0,3000,16449.473639
1,3000,16454.139228
-1,3000,16458.836921
0,3000,16463.557606
0,3000,16468.172574
1,3000,16472.823867
-1,3000,16477.471601
0,3000,16482.197105
0,3000,16486.844221
0,3000,16491.454856
0,3000,16496.04723
0,3000,16500.651406
0,3000,16505.300388
0,3000,16509.645406
0,3000,16514.293887
0,3000,16519.241061
0,3000,16523.981612
0,3000,16528.709932
1,3000,16533.449613
0,3000,16538.103025
1,3000,16542.812554
-1,3000,16547.57209
0,3000,16552.20788
2,3000,16556.793975
-2,3000,16561.456875
-1,3000,16566.173777
0,3000,16570.789932
0,3000,16575.190576
0,3000,16579.805811
-1,3000,16584.416286
1,3000,16589.078185
0,3000,16593.776674
0,3000,16598.460421
-1,3000,16603.161163
0,3000,16607.872624
0,3000,16613.32204
0,3000,16617.947839
0,3000,16622.540977
1,3000,16627.168886
-1,3000,16631.84754
0,3000,16636.495818
-1,3000,16640.913906
1,3000,16645.62323
0,3000,16650.303745
-1,3000,16654.963614
-2,3000,16659.678159
-2,3000,16664.38621
-2,3000,16669.235853
1,3000,16673.926527
0,3000,16678.631636
-1,3000,16683.326644
0,3000,16687.958021
0,3000,16692.616369
0,3000,16697.341962
-1,3000,16702.05738
0,3000,16706.456485
-1,3000,16711.198713
0,3000,16715.834805
1,3000,16720.496613
0,3000,16725.178448
-1,3000,16729.934979
-1,3000,16734.553082
0,3000,16739.22567
-1,3000,16743.910205
-2,3000,16748.53651
0,3000,16753.241664
-1,3000,16757.902109
0,3000,16762.615716
-1,3000,16767.605147
-1,3000,16772.291487
0,3000,16776.815969
-1,3000,16781.421398
0,3000,16786.114154
0,3000,16790.833042
0,3000,16795.456052
-1,3000,16800.140439
0,3000,16804.820209
0,3000,16809.493738
-3,3000,16814.117454
-1,3000,16818.810665
-1,3000,16823.465865
2,3000,16828.177226
0,3000,16832.890759
0,3000,16837.556337
-1,3000,16841.964141
0,3000,16846.666948
0,3000,16851.395811
0,3000,16856.069647
0,3000,16860.788457
1,3000,16865.475818
0,3000,16870.135811
1,3000,16874.821979
0,3000,16879.491367
0,3000,16884.118373
-1,3000,16888.828101
0,3000,16893.482062
-1,3000,16898.161347
0,3000,16902.876411
-1,3000,16907.348241
-1,3000,16912.035477
-1,3000,16916.731932
2,3000,16921.383528
0,3000,16926.082017
0,3000,16930.761405
2,3000,16935.388938
1,3000,16940.080082
1,3000,16944.756617
-1,3000,16949.465514
0,3000,16954.156745
-1,3000,16958.825081
0,3000,16963.542747
-1,3000,16968.24345
0,3000,16972.660995
1,3000,16977.401249
0,3000,16982.04946
0,3000,16986.769769
0,3000,16991.47202
2,3000,16996.217353
1,3000,17001.099159
0,3000,17005.808878
0,3000,17010.431754
1,3000,17015.082924
0,3000,17019.769258
1,3000,17024.474808
1,3000,17029.139947
-2,3000,17033.923786
-4,3000,17038.378285
-1,3000,17043.052124
1,3000,17047.750707
1,3000,17052.519276
0,3000,17057.269859
0,3000,17062.031883
0,3000,17066.727961
-2,3000,17071.349241
-1,3000,17076.012804
1,3000,17080.754675
0,3000,17085.420458
-2,3000,17090.110369
-2,3000,17094.741904
0,3000,17099.786773
0,3000,17104.464963
0,3000,17110.193778
0,3000,17116.644699
0,3000,17121.536242
0,3000,17126.239691
-1,3000,17131.223195
-1,3000,17136.156054
0,3000,17141.15505
-2,3000,17146.244389
0,3000,17151.281523
0,3000,17156.191098
1,3000,17161.50001
2,3000,17166.230766
0,3000,17170.755998
0,3000,17173.646216
1,3000,17176.107629
0,3000,17178.736566
-2,3000,17181.610711
-1,3000,17184.672552
-1,3000,17188.070601
-2,3000,17191.271867
-2,3000,17194.339385
-1,3000,17197.104957
0,3000,17199.985695
0,3000,17202.732724
-1,3000,17205.604851
-1,3000,17208.349062
0,3000,17211.118089
-1,3000,17213.844831
-3,3000,17216.751596
-3,3000,17219.454416
1,3000,17222.063466
0,3000,17224.693805
-1,3000,17227.480211
-2,3000,17230.159903
-1,3000,17232.854152
2,3000,17235.821192
-3,3000,17238.489719
0,3000,17241.334802
0,3000,17244.072386
-1,3000,17247.396798
0,3000,17250.994563
-1,3000,17254.012531
-1,3000,17256.441099
0,3000,17259.040982
0,3000,17261.691393
-1,3000,17264.277653
-1,3000,17267.290324
-2,3000,17270.328043
0,3000,17273.162883
0,3000,17276.188454
-1,3000,17278.805342
2,3000,17281.556767
-2,3000,17284.847645
0,3000,17287.738906
0,3000,17290.723488
-1,3000,17294.437529
0,3000,17298.180076
-2,3000,17301.105067
0,3000,17303.951896
-3,3000,17306.925017
-1,3000,17309.898627
1,3000,17312.825675
0,3000,17315.728659
0,3000,17318.653861
0,3000,17321.71233
0,3000,17324.501813
-2,3000,17327.433557
0,3000,17330.180294
0,3000,17332.808048
0,3000,17335.727865
0,3000,17338.743899
0,3000,17341.568372
0,3000,17344.41852
-2,3000,17347.92024
-2,3000,17350.794406
-1,3000,17353.833741
0,3000,17356.584052
-1,3000,17359.309627
0,3000,17362.288211
0,3000,17365.14501
0,3000,17368.05128
-1,3000,17370.760938
1,3000,17373.455922
0,3000,17376.414383
-1,3000,17379.366665
-5,1026,17380.272638
-2,3000,17382.791149
-1,3000,17385.502666
0,3000,17388.515897
0,3000,17391.372401
0,3000,17394.129775
0,3000,17397.007585
0,3000,17399.725451
1,3000,17402.909154
-3,3000,17405.714346
-2,3000,17408.757186
0,3000,17411.807135
0,3000,17414.747669
1,3000,17417.567444
-2,3000,17420.64401
0,3000,17423.666008
-1,3000,17426.665277
1,3000,17429.7137
-4,3000,17432.427032
-1,3000,17435.262852
-1,3000,17437.961123
-1,3000,17441.347013
-1,3000,17444.328518
-2,3000,17447.37704
0,3000,17450.331903
0,3000,17453.115978
-1,3000,17456.09608
1,3000,17458.958366
0,3000,17462.015048
0,3000,17464.622171
0,3000,17467.405469
-1,3000,17470.194157
0,3000,17473.004428
1,3000,17475.875437
0,3000,17478.790809
-1,3000,17481.610729
0,3000,17484.492044
0,3000,17487.438626
0,3000,17490.08127
0,3000,17492.984609
1,3000,17495.744538
-1,3000,17498.499092
-1,3000,17501.516068
-1,3000,17504.253537
0,3000,17506.876215
1,3000,17509.667136
-2,3000,17512.467166
-2,3000,17515.154578
1,3000,17517.97602
0,3000,17521.035016
-2,3000,17523.940777
0,3000,17526.845119
0,3000,17529.735397
0,3000,17532.723958
0,3000,17535.681905
-1,3000,17538.36955
0,3000,17541.238137
-2,3000,17544.161391
2,3000,17546.845149
-1,3000,17549.752764
-1,3000,17552.577044
-1,3000,17555.531894
0,3000,17558.436321
0,3000,17561.407915
2,3000,17564.304996
1,3000,17567.140575
2,3000,17570.013888
0,3000,17572.944662
0,3000,17575.916477
0,3000,17578.867249
-2,3000,17581.793688
-2,3000,17584.696782
0,3000,17587.421829
-1,3000,17590.237928
-1,3000,17593.116436
2,3000,17595.942733
1,3000,17598.958573
-1,3000,17601.983711
-1,3000,17604.894163
1,3000,17607.65174
-1,3000,17610.310059
0,3000,17613.004435
-1,3000,17615.881134
0,3000,17618.457859
0,3000,17621.075191
0,3000,17623.907445
1,3000,17626.631884
0,3000,17629.620661
0,3000,17632.530287
0,3000,17635.366413
0,3000,17638.190718
0,3000,17641.24655
1,3000,17644.127779
0,3000,17646.986201
0,3000,17649.762129
0,3000,17652.706801
-1,3000,17655.410918
-1,3000,17658.167445
-2,3000,17660.927133
1,3000,17663.683037
0,3000,17666.737369
2,3000,17670.653731
0,3000,17674.221048
1,3000,17677.472778
0,3000,17680.527395
-1,3000,17683.362005
-1,3000,17686.122536
-1,3000,17688.887994
-1,3000,17691.553678
-1,3000,17694.582825
0,3000,17697.196422
-1,3000,17700.088795
0,3000,17703.335336
0,3000,17706.192413
1,3000,17709.243817
-1,3000,17712.029709
1,3000,17714.960831
0,3000,17717.797708
0,3000,17720.699794
-1,3000,17723.780569
-1,3000,17726.493559
0,3000,17729.595456
-1,3000,17732.4327
-2,3000,17735.163315
1,3000,17737.788061
-1,3000,17740.565711
1,3000,17743.493913
0,3000,17746.196115
0,3000,17749.163737
-1,3000,17751.839966
-1,3000,17754.717809
0,3000,17757.566226
0,3000,17760.620089
1,3000,17763.521929
-4,3000,17766.442319
0,3000,17769.409407
0,3000,17772.276082
-1,3000,17775.221863
0,3000,17778.004756
0,3000,17780.813102
-1,3000,17783.800113
0,3000,17786.75266
-1,3000,17789.616142
-1,3000,17792.33397
0,3000,17795.175354
-1,3000,17797.96008
1,3000,17800.710532
0,3000,17803.568153
2,3000,17806.397609
1,3000,17809.1628
-1,3000,17812.240639
-1,3000,17815.055226
0,3000,17817.747742
-1,3000,17820.412826
-1,3000,17823.092824
1,3000,17826.095409
1,3000,17828.937778
0,3000,17831.67997
2,3000,17834.335319
0,3000,17837.276731
0,3000,17840.380996
-1,3000,17843.816494
0,3000,17846.940239
1,3000,17850.20328
0,3000,17853.082469
-1,3000,17855.77554
0,3000,17858.532661
0,3000,17861.156104
0,3000,17864.438617
0,3000,17867.242278
2,3000,17870.492737
2,3000,17873.220234
0,3000,17875.844142
0,3000,17878.494839
-1,3000,17881.308921
0,3000,17884.446718
0,3000,17887.225194
1,3000,17890.088544
3,3000,17892.928323
0,3000,17895.96238
0,3000,17899.368945
1,3000,17902.558823
0,3000,17905.513564
0,3000,17908.430587
0,3000,17911.297563
0,3000,17914.014653
0,3000,17916.844266
-1,3000,17919.591416
1,3000,17922.62168
0,3000,17925.358711
0,3000,17928.271494
0,3000,17931.270829
2,3000,17933.988196
-1,3000,17936.702954
0,3000,17939.750538
0,3000,17942.742242
-1,3000,17945.722897
0,3000,17948.699184
-1,3000,17951.73793
-1,3000,17954.636574
0,3000,17957.249962
0,3000,17960.118706
0,3000,17963.682385
0,3000,17966.60656
-1,3000,17969.717764
0,3000,17972.589058
0,3000,17975.772599
0,3000,17980.250396
0,3000,17984.720028
0,3000,17988.553592
1,3000,17992.29028
0,3000,17995.994526
0,3000,17999.174708
-1,3000,18002.119931
0,3000,18004.741705
-1,3000,18007.558522
1,3000,18010.968349
0,3000,18014.144297
0,3000,18017.219676
0,3000,18020.146937
0,3000,18022.890944
1,3000,18025.895698
0,3000,18028.879982
0,3000,18031.817043
0,3000,18034.800746
0,3000,18037.634587
1,3000,18040.555703
0,3000,18043.376628
1,3000,18046.329804
-1,3000,18049.062432
0,3000,18052.039608
0,3000,18055.007856
0,3000,18057.794682
0,3000,18060.66245
2,3000,18063.674704
0,3000,18066.614085
0,3000,18069.649036
1,3000,18072.537261
-1,3000,18075.513638
0,3000,18078.4633
0,3000,18081.433103
0,3000,18084.879866
0,3000,18087.900515
0,3000,18090.721139
0,3000,18094.044275
0,3000,18097.126822
0,3000,18100.258617
1,3000,18103.12051
0,3000,18106.229516
-1,3000,18109.124026
0,3000,18112.00636
0,3000,18115.003661
0,3000,18117.751559
1,3000,18120.815259
-1,3000,18123.903874
1,3000,18126.743645
0,3000,18129.59078
0,3000,18132.152976
0,3000,18136.158432
0,3000,18139.084596
0,3000,18142.118966
0,3000,18144.958663
0,3000,18147.89627
0,3000,18150.686039
0,3000,18153.676319
0,3000,18156.53399
0,3000,18159.543542
0,3000,18162.99281
2,3000,18166.259847
1,3000,18169.434669
0,3000,18172.367013
0,3000,18175.113697
0,3000,18178.023864
0,3000,18180.833457
0,3000,18184.189199
0,3000,18187.250395
0,3000,18190.185699
0,3000,18193.128899
0,3000,18196.015961
0,3000,18199.239532
1,3000,18202.128758
0,3000,18205.005584
0,3000,18208.439641
1,3000,18211.409604
0,3000,18214.279636
0,3000,18217.05604
0,3000,18220.02677
1,3000,18222.692788
0,3000,18225.714099
0,3000,18229.35659
0,3000,18232.564061
3,3000,18235.358224
-1,3000,18238.030512
-1,3000,18241.194198
-1,3000,18244.062356
-1,3000,18247.129546
-2,3000,18250.256422
0,3000,18253.22898
1,3000,18256.665637
-1,3000,18259.864515
-1,3000,18262.919033
0,3000,18265.838268
0,3000,18268.530104
0,3000,18271.356323
0,3000,18274.120051
0,3000,18277.262391
1,3000,18280.196837
0,3000,18283.102195
-1,3000,18286.214098
0,3000,18289.295032
0,3000,18292.423454
-1,3000,18295.781588
0,3000,18300.142581
1,3000,18304.136338
-1,3000,18307.273477
0,3000,18310.138798
-1,3000,18313.248579
-1,3000,18316.913913
0,3000,18319.599936
-1,3000,18322.445682
0,3000,18325.798921
-1,3000,18328.943241
0,3000,18331.970982
1,3000,18334.942408
0,3000,18337.989634
2,3000,18341.311263
1,3000,18344.434353
0,3000,18347.394381
0,3000,18350.341174
-1,3000,18353.49528
0,3000,18356.494653
0,3000,18359.476264
0,3000,18362.627772
0,3000,18365.719402
-1,3000,18368.792838
0,3000,18371.71051
1,3000,18374.837409
0,3000,18377.94065
-1,3000,18381.054353
0,3000,18384.145151
0,3000,18387.310476
1,3000,18390.110033
1,3000,18393.039448
1,3000,18396.125187
0,3000,18399.23869
0,3000,18402.390536
0,3000,18405.546124
1,3000,18408.408807
-1,3000,18411.28697
-1,3000,18414.33169
0,3000,18417.410998
0,3000,18420.532361
0,3000,18423.692799
0,3000,18426.815048
1,3000,18429.872488
0,3000,18433.012263
0,3000,18436.162638
0,3000,18438.9497
0,3000,18441.688062
-1,3000,18444.797496
-2,3000,18447.869306
0,3000,18450.998382
1,3000,18454.190121
0,3000,18457.334921
1,3000,18460.523309
1,3000,18463.671706
0,3000,18466.777099
0,3000,18469.934518
0,3000,18473.088383
0,3000,18476.216153
-1,3000,18479.37617
0,3000,18482.192697
-1,3000,18485.180257
0,3000,18488.348914
0,3000,18491.457953
1,3000,18494.53247
1,3000,18497.657559
1,3000,18500.812618
-1,3000,18503.780152
0,3000,18506.9485
0,3000,18510.054449
0,3000,18513.143465
-1,3000,18516.264898
0,3000,18519.28991
-2,3000,18522.262923
1,3000,18524.847817
1,3000,18527.966271
-1,3000,18531.169998
1,3000,18534.173846
-2,3000,18537.303324
1,3000,18540.167647
-1,3000,18542.99022
0,3000,18546.150062
-1,3000,18549.297126
0,3000,18552.427931
-1,3000,18555.527385
0,3000,18558.645247
0,3000,18561.482863
0,3000,18564.470057
-2,3000,18567.381228
0,3000,18570.3527
-1,3000,18573.450841
0,3000,18576.556885
0,3000,18579.873919
1,3000,18583.018067
-1,3000,18585.962688
0,3000,18589.127852
-2,3000,18592.257283
1,3000,18595.375345
1,3000,18598.637624
-1,3000,18601.666741
0,3000,18604.747222
1,3000,18607.869607
0,3000,18610.596077
-1,3000,18613.681564
1,3000,18616.794255
0,3000,18619.9556
-2,3000,18622.877454
0,3000,18625.877756
0,3000,18629.02526
0,3000,18632.048259
-1,3000,18635.100217
0,3000,18638.231232
1,3000,18641.357258
-2,3000,18644.423472
-3,3000,18647.511575
-2,3000,18650.263381
-3,3000,18653.399773
-3,3000,18656.319659
0,3000,18659.453142
-1,3000,18662.582384
-1,3000,18665.465236
1,3000,18668.450419
0,3000,18671.45441
-1,3000,18674.325885
-3,3000,18677.500082
1,3000,18680.61467
0,3000,18683.779357
0,3000,18686.917899
0,3000,18689.895965
1,3000,18693.006057
0,3000,18695.9307
1,3000,18698.784816
-1,3000,18701.862433
1,3000,18704.648093
0,3000,18707.733549
-1,3000,18710.705574
-3,3000,18713.538488
-1,3000,18716.467024
-1,3000,18719.51768
-2,3000,18722.712134
-1,3000,18725.845443
-2,3000,18728.845553
0,3000,18731.962273
0,3000,18735.081579
1,3000,18738.19497
0,3000,18741.021917
1,3000,18743.99505
0,3000,18747.14214
0,3000,18750.04339
0,3000,18753.022016
1,3000,18756.128196
0,3000,18759.025203
1,3000,18762.027252
1,3000,18765.142751
1,3000,18768.268567
-1,3000,18771.463747
0,3000,18774.60277
1,3000,18777.700229
0,3000,18780.707573
-1,3000,18783.442446
-1,3000,18786.511765
-1,3000,18789.629343
0,3000,18792.808254
0,3000,18795.961519
0,3000,18799.102577
1,3000,18802.234552
0,3000,18805.173664
-1,3000,18808.146851
0,3000,18811.048937
0,3000,18814.182658
0,3000,18817.221217
0,3000,18820.260742
0,3000,18823.027112
0,3000,18826.145627
0,3000,18829.011826
-1,3000,18832.049436
1,3000,18834.97698
1,3000,18838.091899
-1,3000,18841.144691
0,3000,18844.237529
1,3000,18847.304766
0,3000,18850.47449
-1,3000,18853.603381
0,3000,18856.498701
1,3000,18859.506171
0,3000,18862.546701
0,3000,18865.609385
0,3000,18868.531746
0,3000,18871.47454
-1,3000,18874.409121
1,3000,18877.563457
-1,3000,18880.458902
-1,3000,18883.395031
1,3000,18886.439527
-1,3000,18889.553718
1,3000,18892.71251
-1,3000,18895.865426
0,3000,18899.006785
-2,3000,18902.096535
2,3000,18905.104819
0,3000,18908.034453
-1,3000,18911.268178
0,3000,18914.092675
1,3000,18917.229273
0,3000,18920.369943
0,3000,18923.256411
-1,3000,18926.203624
-1,3000,18929.213728
0,3000,18932.100798
0,3000,18935.217909
-1,3000,18938.163669
0,3000,18941.271741
0,3000,18944.449888
1,3000,18947.27056
0,3000,18950.41202
-1,3000,18953.322569
-1,3000,18956.032483
0,3000,18959.159807
-1,3000,18962.28915
0,3000,18965.184188
-1,3000,18968.223963
0,3000,18971.209895
-1,3000,18974.325319
0,3000,18977.244569
0,3000,18980.219366
-1,3000,18983.221088
-3,3000,18986.301187
0,3000,18989.43164
0,3000,18992.335968
-2,3000,18995.239887
0,3000,18997.986618
0,3000,19000.912215
1,3000,19004.03386
1,3000,19007.050554
1,3000,19010.026566
0,3000,19013.126648
0,3000,19016.341699
0,3000,19019.433433
0,3000,19022.420819
0,3000,19025.581594
-1,3000,19028.713469
0,3000,19031.841168
1,3000,19034.915653
-1,3000,19038.077811
0,3000,19040.92802
0,3000,19043.772057
0,3000,19046.831038
0,3000,19049.763639
0,3000,19052.897068
0,3000,19056.025531
1,3000,19059.152422
0,3000,19062.296167
0,3000,19064.993228
-1,3000,19068.117825
-2,3000,19071.291367
1,3000,19074.266881
0,3000,19077.27627
0,3000,19080.248142
0,3000,19083.431326
0,3000,19086.21036
0,3000,19089.318764
-1,3000,19092.078675
0,3000,19095.088667
1,3000,19098.077268
0,3000,19100.860509
0,3000,19104.022098
0,3000,19107.159998
1,3000,19110.30192
2,3000,19113.172795
1,3000,19116.256739
0,3000,19119.402048
0,3000,19122.461106
0,3000,19125.501155
1,3000,19128.40779
0,3000,19131.507193
-1,3000,19134.626077
0,3000,19137.769126
1,3000,19140.896864
0,3000,19143.714784
0,3000,19146.878054
0,3000,19150.001199
-1,3000,19152.938596
0,3000,19156.128976
0,3000,19159.163519
-1,3000,19162.296877
-1,3000,19165.283039
0,3000,19168.233325
-2,3000,19171.110782
1,3000,19174.230825
0,3000,19177.773975
2,3000,19180.939185
0,3000,19183.841344
-1,3000,19186.585405
0,3000,19189.721218
-2,3000,19192.881976
-2,3000,19195.796543
0,3000,19198.776356
-2,3000,19201.851188
2,3000,19204.786628
0,3000,19207.905909
1,3000,19210.997227
-1,3000,19213.865187
-2,3000,19216.524702
0,3000,19219.450719
-1,3000,19222.3863
0,3000,19225.30463
-1,3000,19228.143139
0,3000,19230.919798
1,3000,19233.965711
-1,3000,19236.693664
1,3000,19239.527364
-2,3000,19242.501105
1,3000,19245.429446
0,3000,19248.454714
0,3000,19251.344929
0,3000,19254.524419
-1,3000,19257.225739
-1,3000,19260.386227
0,3000,19263.702047
2,3000,19266.328496
0,3000,19268.928162
-1,3000,19271.507402
1,3000,19274.138357
0,3000,19276.697119
-1,3000,19279.241644
-1,3000,19281.872215
-3,3000,19284.473309
1,3000,19287.070497
0,3000,19289.634493
0,3000,19292.245744
0,3000,19294.894582
-3,3000,19297.409829
-3,3000,19300.097015
-1,3000,19302.655079
-2,3000,19305.138481
-2,3000,19307.649982
-1,3000,19310.302452
-1,3000,19312.879888
0,3000,19315.538149
-1,3000,19318.040552
-3,3000,19320.643857
-1,3000,19323.236613
0,3000,19325.878169
0,3000,19328.490742
0,3000,19330.832722
1,3000,19333.321718
0,3000,19336.032087
0,3000,19338.639332
-1,3000,19341.218211
-1,3000,19343.891071
-1,3000,19346.471372
0,3000,19349.172264
-1,3000,19351.747041
-1,3000,19354.269455
-2,3000,19356.810253
-2,3000,19359.324185
0,3000,19361.870456
-2,3000,19364.420034
-3,3000,19366.8602
0,3000,19369.438386
-1,3000,19371.918583
0,3000,19374.46057
-1,3000,19376.955972
-1,3000,19379.576309
0,3000,19382.075746
0,3000,19384.63207
-2,3000,19387.26625
-1,3000,19389.837016
-2,3000,19392.348103
-3,3000,19394.940331
-2,3000,19397.455151
-1,3000,19399.973853
-1,3000,19402.825954
-2,3000,19405.191549
-2,3000,19407.846532
-2,3000,19410.38743
-2,3000,19412.900601
-2,3000,19415.430534
-1,3000,19418.023941
0,3000,19420.643154
-2,3000,19423.083533
-3,3000,19425.626584
-3,3000,19428.093715
-3,3000,19430.786144
-2,3000,19433.304339
-2,3000,19435.913657
-3,3000,19438.481472
-1,3000,19440.841109
-2,3000,19443.424398
0,3000,19445.855986
0,3000,19448.340535
-1,3000,19450.889119
0,3000,19453.601747
-2,3000,19456.197915
4,3000,19458.816646
-1,3000,19461.447942
0,3000,19463.992959
1,3000,19466.593035
-1,3000,19469.091488
-1,3000,19471.692065
0,3000,19474.245426
-1,3000,19476.564559
-2,3000,19479.17904
-1,3000,19481.729986
-1,3000,19484.24291
0,3000,19486.77582
0,3000,19489.445583
0,3000,19491.854772
0,3000,19494.376534
-1,3000,19496.931567
-1,3000,19499.564037
-1,3000,19502.568918
-2,3000,19505.393666
-1,3000,19508.5776
1,3000,19511.86217
0,3000,19514.619583
0,3000,19517.44743
-2,3000,19520.261307
0,3000,19522.929569
-1,3000,19525.466105
0,3000,19528.007774
0,3000,19530.702856
-1,3000,19533.354299
1,3000,19535.892656
0,3000,19538.449239
0,3000,19540.965942
0,3000,19543.593205
0,3000,19546.202393
-1,3000,19548.80366
0,3000,19551.407718
0,3000,19553.729149
0,3000,19556.312275
1,3000,19558.826363
0,3000,19561.459195
-1,3000,19564.026395
-1,3000,19566.586414
0,3000,19569.067955
0,3000,19571.643529
0,3000,19574.133739
0,3000,19576.74068
1,3000,19579.24247
-1,3000,19581.727443
